isFraud,TransactionAmt,TransactionDT,ProductCD,card1,card2,card3,card4,card5,addr1,addr2,dist1,dist2,DeviceType,M1,M2,M3,C1,C2,C3,C4,C5,D1,D2,D3,D4,D5,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
0,43.353,11517964,R,10371,223.0,150.0,visa,162.0,268.0,87.0,,126.52278352292528,desktop,,T,F,3.0,4.0,3.0,4.0,3.0,25.375399528462573,2.268246908686377,53.613805888477785,6.004126342220372,69.13622510988843,0.3724698489159272,-1.1863464252252174,,0.38841198831365437,0.615251963452266,-1.0046908109611785,1.1462687031296424,-1.9738441185053561,0.5271542898339451,-1.2098043897268413,0.08665375302451521,1.1918571970726173,0.05138611607180295,0.5794255070673172,-1.3011083980538165,1.320951685588164,0.35542114442187994,-1.4963220398951853,-0.09726688935820572,-0.7749932918665291
0,143.503,5049464,S,10605,133.0,150.0,visa,102.0,380.0,87.0,,,desktop,T,,T,3.0,4.0,3.0,3.0,4.0,6.784772934593935,8.246181249991476,,67.76101214803347,58.55559108752651,0.5545334272740094,-0.5676136293180795,-0.8525063848550841,1.696560446812269,-0.20684302186798706,-1.6345655892853452,-1.0436318272985265,1.7034936075345224,0.235845043934574,-1.6646018692057312,0.6875508587066107,-1.232268525946057,-1.4929371685442647,1.1126687412024319,-0.999317320536705,0.47015238325774356,-0.6983335413505269,1.7007702068114872,-0.47060559036552596,1.0368555433879751
0,51.668,6987313,C,12510,340.0,150.0,discover,166.0,418.0,,81.80484942054625,,desktop,F,F,F,2.0,2.0,4.0,4.0,3.0,21.991984621690495,50.92101809763216,,9.76429727311026,63.430848620450824,0.864876241197348,-0.8129430050907133,0.8098206620628967,-0.27028741799121914,1.231048354866663,-0.3686600331448251,-2.684837356029754,-0.4732019194973911,0.14202589434296584,0.8354305022607175,0.301836628442053,,1.6239332032006424,2.3715193066324938,-0.5207205388218089,2.1014547152382086,2.343982404914764,,0.3527975768353309,1.0214223223399563
0,37.349,15249527,W,13464,508.0,150.0,visa,138.0,254.0,87.0,,,desktop,T,,T,1.0,5.0,3.0,2.0,7.0,6.240206035081465,45.09623883472999,,51.49141388610763,,0.8301424234432316,1.5559159049421052,,-0.4899892678127715,-0.7006077096877018,-1.6506148846137174,2.2802382991721926,-0.3290912962697658,-0.7493014874535249,-2.8540799408670448,1.293238431457643,,0.6707090588021918,0.04434987911315184,1.2447549428729847,-0.25211029088193804,-1.8805821420328999,-0.5284317015139754,1.675633084633922,0.9869424539702765
0,20.424,13018732,W,14893,518.0,150.0,visa,166.0,,87.0,256.11729293342063,,mobile,T,T,T,4.0,3.0,4.0,1.0,2.0,59.35361876209166,57.6111096760303,63.03146525890932,,18.750497567401556,-2.1461884857043487,-0.6627773115970792,-0.9693108686712547,-0.8271351365330827,-1.2888966316008537,-0.6355588124702198,-1.554886928633898,1.610517432670815,-1.5591594094425676,1.3233164666253947,-2.8562398659688477,,0.12798441935162602,2.989577377861316,0.5286950718528217,-1.9203354332738285,-1.3935332341241387,,2.0755937513562697,-3.15458533525217
0,217.455,8927722,S,9839,336.0,150.0,mastercard,100.0,179.0,,46.70448447045107,,desktop,T,F,T,1.0,4.0,0.0,5.0,2.0,0.4351724758690394,42.47377237673447,,20.80299746018584,134.2379055258238,0.09785972165696272,1.9108680337570716,0.8951933098541448,-0.18554428717597232,-0.23924003652074152,-0.3995491046118741,-1.0803208359310912,-1.2371069933936092,1.134270140503016,0.2017871759317431,-1.4297725923097362,-1.6223015110317862,-1.593176013730065,0.9226563704655207,0.640800265033679,-0.061651335237833484,1.8243659885773476,,1.7066600250349806,2.0247794245666713
0,17.696,6147004,R,5636,234.0,150.0,visa,162.0,439.0,,80.30336217858627,105.9627504940754,desktop,F,F,T,3.0,5.0,5.0,0.0,6.0,62.2269444386794,17.674598272261385,39.35285643140252,,76.13916380677126,0.24761808888739492,0.4834745214654037,,1.7324663296996021,0.37803143300772185,0.4364861691072084,,1.9507576667264674,0.29535054045803677,1.5303364835997906,-2.0652360482185883,-1.4649952052322184,-1.6606530231148415,0.6169078548022491,0.11726457578630907,-0.11942337458559174,0.8540344568064508,-0.912556948167117,-0.12917033533135674,-0.47537611207820096
0,23.27,7240153,W,8467,123.0,150.0,mastercard,117.0,105.0,87.0,157.92128178997604,96.73812119290265,desktop,T,F,T,1.0,3.0,2.0,1.0,2.0,124.42874976274032,77.97047695941976,,87.32592876874207,48.04559432805065,1.7051873627522849,0.290388987055971,,1.0368607224560358,1.269994374941862,0.03252327259574225,0.5505661771589291,1.389039864945003,1.4356620736392676,1.4585618812280163,-0.7886934879581236,0.5334129176047474,2.4477015396551787,3.433610118066202,-1.3179510500544727,0.03976125949728459,-1.3753967509674931,-1.6679585022739096,0.26660421883548974,0.7576732760018575
0,74.666,5400086,R,15828,317.0,150.0,visa,138.0,185.0,,12.817628424165235,133.11409854863305,desktop,,,F,7.0,4.0,1.0,5.0,3.0,19.5982203108536,24.41247065797105,162.75700751648628,17.4415499202654,,-0.11837044289241412,-1.4871316017048188,,1.1077253301022152,0.12516007105996826,0.8377997115057282,-2.1389169032810575,-1.2082640395373487,0.11636439228122686,1.341607434040503,1.6386759173946495,-0.070343835682095,-0.07795309979654898,1.0671131378337393,1.9654288491154404,-2.12905021567926,-1.709620666965541,,2.717602524725272,1.0912215863273245
0,8.411,9304731,W,14871,367.0,150.0,visa,117.0,487.0,87.0,186.55881909920882,,desktop,T,F,T,4.0,1.0,3.0,3.0,6.0,49.2640945614647,81.87773099973757,46.22321969114009,29.825832064955378,48.072387790282754,0.16768047838899436,0.8349282865099544,0.15724110207203623,-0.349349434644026,0.5405088800780871,0.1554627133172778,,0.6571248990385854,0.8851897658102933,0.21795201465393738,-0.39676307761014673,,0.7744688710118977,0.2540681397347694,1.927243410558533,-0.855244899483089,-2.0111420890841005,,1.1832309344211571,-5.246185264012696
0,140.771,6488682,W,16568,109.0,150.0,american express,138.0,240.0,87.0,,,desktop,F,T,T,5.0,0.0,8.0,5.0,4.0,8.423528497412876,8.856812857877829,63.61086168763965,22.704646978763815,,-0.08291772127927945,1.593993246939429,0.6916931574046118,-1.0918916588263734,-2.465248726546539,-0.3851547099873225,-2.375103035628423,-1.0913401718102378,0.6280137141805635,1.6192126319567166,0.016310639188784944,0.07401536690801072,-2.8120147560887485,0.17154693205809085,-0.4886741453322708,0.6899075903406863,1.276352625302081,1.0081945932970233,-1.4299076032259528,-0.9006627512640407
0,78.396,13842273,W,10183,567.0,150.0,discover,166.0,113.0,,103.02296934026,,desktop,F,T,T,0.0,3.0,6.0,6.0,4.0,,45.40360220176787,,76.85241731100813,13.655660833986433,0.27631124054071243,-0.3673902159142549,-1.9224004333363789,1.2379318060742523,1.3075226315439763,-0.8183003933933174,-0.9762813135060321,-0.2880723845818374,-0.38488782647152575,-1.5840481821984145,-1.5861931233126774,-1.4216293380786678,1.6471918429843515,1.7183910260263824,-1.2334682082275663,-0.5626364336177769,1.5021133027824867,0.6700652958374086,2.0206471786677738,-0.2565592419452419
0,100.415,3361437,S,14246,454.0,185.0,mastercard,100.0,443.0,87.0,,,mobile,T,T,F,3.0,3.0,2.0,4.0,8.0,,48.76049788390263,60.43575674711207,35.541140395969435,62.52196039076009,2.2050360750594624,0.4717032679075791,0.026095672105908248,-1.387391746355697,-0.013878552980460984,-0.036316148072453674,-0.3047448758231896,1.7985647860081364,1.9165703483471435,0.4786801341090988,3.4662572078208673,-3.1696606103985294,0.04526801445997501,0.3827273672510719,-0.3095400313627205,0.7391382410751254,-0.7584300556009711,-0.6416896338254925,-0.7906285210492563,0.13973250351492622
0,73.87,861341,W,8023,263.0,150.0,discover,162.0,395.0,87.0,16.323494599064837,44.51572548189052,desktop,,F,F,2.0,3.0,4.0,6.0,4.0,23.813271453652956,,110.33651708017779,26.871063626504277,28.456755896589268,1.1831680033338619,-0.7504001813249709,-0.22209371841861808,-0.6198714518524515,0.5553364152833365,0.0781378345444959,1.4765679703551018,-0.507885050160807,-0.22979751618690775,1.3623190210749543,0.1959125646204922,,2.323381087083838,-0.8835246921997048,1.4005953372396802,-0.9624946640724392,-2.159410559547921,,-1.9133392108531855,1.2290726529345746
0,38.667,6742239,W,1129,277.0,150.0,mastercard,102.0,435.0,87.0,19.184414634465792,100.1288524674246,mobile,T,,,4.0,0.0,3.0,5.0,3.0,43.64777527917916,134.63316210399978,6.919595064623863,32.934131998845565,,1.0554682347162854,0.8113256028487701,-0.659268030033132,-0.13073590235780203,-0.7266629393600718,-1.3192548755342033,0.5993530136735344,-0.9556879347619365,0.5126805969647399,-0.5607635057594597,1.0076750457558916,,-0.5824924467335154,-0.5788880961434345,-0.7453764350458447,2.023233522388429,0.9758213963320628,0.07428889821255791,0.11875812287100948,0.18066991937933105
0,17.17,14752342,R,13644,278.0,150.0,visa,138.0,,,,,desktop,F,T,F,2.0,6.0,3.0,4.0,4.0,1.6144905232215774,11.397161424447802,50.492278140955094,4.761627482994724,23.942070813382582,-0.08238649990406802,0.37155942568450306,0.017850871564193318,0.7082360974962606,0.38174705728835234,0.566414845723467,,-0.24337549181090531,-0.6249578251029985,0.6790958235550961,0.3615515389997624,0.31917984040926906,-0.10028122169731767,0.11048927575280745,0.3705889026947255,-2.1003855182926428,-0.0904613593694314,-0.907918044404222,-1.2829279113564875,-1.0901684252169583
0,39.407,1045349,W,2482,530.0,150.0,mastercard,150.0,305.0,87.0,61.31046999397047,78.60914064320984,desktop,F,F,F,3.0,1.0,9.0,7.0,6.0,42.94618431887086,,5.562731400089048,11.676428798989065,103.9842980129729,0.5400344128573679,0.31782298513115653,1.4859302999582253,-0.10322116444344369,-0.0451770676899798,-0.7810081340825289,1.6773365413482446,-2.549578192633632,1.4220683363110764,-0.17523220174729387,1.03016834730773,,1.424076599080705,2.1180102181596636,2.3206228271488474,0.34453237258744907,-0.39754659718597446,-1.4031209118180088,0.02744882999184163,-0.06076071080795634
0,18.584,12585544,C,11799,461.0,185.0,american express,100.0,383.0,87.0,93.57121851416919,99.00707244755915,desktop,F,F,T,2.0,4.0,0.0,4.0,7.0,42.51477390230335,5.330514994263384,22.372293011955424,,,-1.3188300615276696,2.5890903380300454,-0.7368761471966411,0.8149195500779937,-2.586853514303395,-0.85786142773297,0.635005806744471,-2.3215174158004666,-0.3943611381815425,0.8053198963647682,-0.20830689151371032,0.5101767971938997,0.8696143532263303,-0.10458930813898984,0.1799136591800128,1.5235303955256643,-1.766027795234985,1.1165360441478445,2.0242478797211074,-0.7320194970796343
0,69.237,95027,H,17961,,150.0,mastercard,224.0,132.0,87.0,,,mobile,,,T,2.0,5.0,6.0,2.0,3.0,6.142376667913069,,,96.98533150674416,99.43271797852327,0.6234791919861086,-3.1330282650556085,-0.8733132980164968,-1.4650182864248409,-1.3610211708285578,-1.8492926053860632,-1.1571754243405439,0.7098026575574997,-0.3516673893454508,0.7662432762408984,1.6217770139444083,,0.5010819818871078,0.270831999632035,-0.5368153355571874,2.145496825690523,0.08647366038852221,-2.594421332976168,1.913143999706843,-0.6466088868276715
0,92.398,8708952,W,1435,253.0,185.0,mastercard,162.0,141.0,,95.82978332045218,,desktop,T,F,F,4.0,3.0,2.0,1.0,5.0,16.700667605395942,12.322552060355264,,50.51988899856522,20.5070069562075,1.9790447973183265,0.2667976148964847,,1.204084803477849,-1.2627970475018575,1.1592336213203769,0.29820862377300694,0.7227015842943023,-0.1723464199949957,2.188582257666996,-1.4244363615318525,0.47277549132294944,1.6467559816312374,-2.2004266857764434,-1.497700928511818,2.0748016582402995,-1.7421927385907605,-1.733144727278549,-0.7986556760768718,-0.5474734700162797
0,168.87,7093453,W,13477,,150.0,mastercard,162.0,336.0,,122.27122168223809,187.39399883389726,desktop,T,F,F,2.0,6.0,9.0,5.0,1.0,7.981576988706345,7.407142482617823,,,23.21591070094674,-0.24532184873278987,0.5944236197483899,,-0.7995468546515883,1.7632596637480968,0.09659189887363807,-1.3775051649841406,-0.30821745686993524,1.1277599363597597,-1.0013910354702589,-1.1648621938217378,-1.0515234470245847,-0.4312278964887461,1.6865639417636564,0.7979077048747366,1.2857728114384457,-0.6945450023874893,0.37719303313662184,1.7777166597739589,0.117319408834699
0,62.464,2557008,W,15759,278.0,150.0,visa,226.0,287.0,87.0,,33.08086725530303,mobile,,F,T,2.0,4.0,2.0,3.0,2.0,83.08670332092078,145.88020110854404,14.19842140039309,5.242186171219921,,-0.4322605519562118,2.9273199350433767,0.7207053612383933,0.09397639771305506,-0.4867521997948024,0.363293927459691,1.164870658593803,0.05912089495937282,0.38184009308059036,0.6163993963975261,0.831381620159605,-2.170860965548064,-0.18610062212001136,-0.7928927993228451,0.22420384462324022,-1.4744573027103276,-0.30485649478537824,1.9511637517164857,-2.2276036432639565,1.2607371288075861
0,102.731,11624107,H,11655,506.0,150.0,visa,138.0,404.0,87.0,43.236220526952714,157.77690665703045,mobile,F,F,F,0.0,5.0,2.0,3.0,2.0,10.358197984149479,150.90022799771862,31.219454484242497,61.953181455974146,,0.3396911112193771,-0.6833839184749955,-0.012913691888321104,-1.187857788067372,0.5459724499953168,-1.1842600143982842,,-1.4280169192721857,1.426375510842701,1.4922273295908703,0.7568201484263769,0.8557052094255357,2.043852943496017,-0.5993975241475331,0.3222129182385342,0.8505250658203519,1.1989090044416386,-1.345591052410035,2.226020154846505,-0.40026809246407946
0,34.212,2797806,W,12729,353.0,150.0,mastercard,102.0,,,280.0283755798223,,mobile,T,T,F,2.0,3.0,4.0,3.0,6.0,17.0320998944482,,13.576520120531308,24.350974371165236,41.08385251802179,0.8746818334313419,0.9025226545322771,0.8156692489688564,-1.077507263442884,-1.2600439041903608,1.904032170370666,1.0264900347563,-0.872579055115183,-0.1390253810184426,0.3407098463130546,-1.8441249128352177,-1.4434027532751317,1.9317174905938017,-0.9307886009376876,-1.5235152186643817,-1.5688006041281328,-0.4762282466234475,-0.9277882639727141,1.0140650005592315,-1.0952355268584146
0,29.065,6845875,W,16323,488.0,150.0,visa,224.0,204.0,,,168.57748807740256,desktop,,F,T,6.0,2.0,5.0,8.0,3.0,20.31685363131398,45.32404915896372,38.12738288361652,28.415154736057236,15.541127215640385,1.4861285066025376,-1.8709881365975296,0.7999029734540937,-1.2578083754282672,1.0816572166303149,-0.37394081073596636,-0.18684007009205447,-0.9258058480463655,-0.13503073148784592,0.05335341055017887,-0.28587658418212486,-0.036040372345361865,-0.22824629324133458,1.2091508844400167,-0.2985034216838858,-1.1691351902127285,0.3046587771568071,-0.2874382889008978,-0.499179797103969,-0.5661612131846786
0,68.464,8721073,R,14212,,150.0,visa,,232.0,87.0,,225.45470284118738,desktop,T,F,T,1.0,3.0,3.0,0.0,6.0,76.40314055746462,30.864610915084953,21.107561862410893,20.39425207664358,26.236594711944967,-0.16311723329452854,-0.8285351134576642,-1.5061839190331787,-0.3663068410046541,0.5029872659032079,0.9902850191382482,0.17669814174991363,1.8461944428491472,-0.6144099337525593,-1.4533201154717512,-0.09865850884481066,-0.14250096534056014,-2.180128320701816,1.8005807327660812,-2.0352193302234074,2.3763397020604646,1.3853240449089534,0.12274556950752454,-0.07155058109819305,0.3147227832292235
0,31.569,8097664,H,1673,467.0,150.0,visa,142.0,173.0,87.0,,255.64187887276023,desktop,T,F,T,7.0,2.0,3.0,2.0,3.0,,28.659278437828178,30.083221948736398,6.776569093989967,22.225280631208154,-2.9094832424192267,0.6887807631497759,0.23578427351678874,0.5305952294961102,0.8283282341550107,-1.753578341149517,-0.046861494014382055,0.8239019432357135,-1.471823681782508,-1.483072851519031,-0.40046947899917557,0.39949592506658677,-1.220782371332705,2.246222201796918,-3.1910003929092583,-0.9876205526480099,-0.7432509223477124,0.6312389211537539,-0.4632643502500821,1.4539120248881328
0,56.955,576152,W,14160,315.0,150.0,visa,100.0,421.0,,375.98475867766433,,desktop,,F,F,1.0,3.0,4.0,4.0,4.0,18.671824905167426,151.01496413591224,2.756357512359181,,13.859545511818562,-2.655824464048982,-0.6304648316008541,0.712435526591265,0.017799229677524106,0.7527618425857934,0.24628591861743498,1.1606165641533952,1.8032137529454324,0.9177329102159033,-1.8296160011171931,1.1493237814014041,-2.374941155889377,1.2108361949702096,0.3656286116780417,-0.23525760479332994,-2.0305908472310286,-0.5922504273228095,-0.9267641999322543,-1.8022923609258843,0.39925969283377166
0,17.2,6978117,W,13875,218.0,150.0,visa,117.0,298.0,87.0,13.942661767309515,226.95172472808156,mobile,T,T,T,3.0,4.0,0.0,4.0,6.0,31.80329629574608,60.58391572930593,15.316763305002405,2.1162226565932674,31.802216702012085,2.8164423749885295,1.7965143512717394,-0.9544424728588471,-0.405597712806494,-0.1562011561164116,-0.6967678284923893,,0.48601216836547395,-0.4292118391106422,-1.0349481096447768,-1.1037741613937126,-0.8509279775924141,-1.4158444967531005,-0.040476879093479065,1.1861360108072483,-0.0333563997306842,-0.3066739078106894,-2.40736461062301,-0.5126110424691269,0.8489707834851126
0,20.217,10212932,W,4878,541.0,150.0,visa,150.0,237.0,87.0,,,desktop,T,F,F,5.0,6.0,7.0,2.0,8.0,32.69820204902241,6.219036243183073,,21.407283037178225,13.673486929939896,1.8526289888656278,-0.3204333112878796,-2.18716422912176,2.7852885926700535,0.5605596815954702,-0.7266931312351762,-1.2387117870756006,1.2565693046917732,3.2864657073190475,1.705275126562193,-1.5598159980342192,-0.3583205960771372,-0.7095441489718407,-0.16744042153670868,2.7542777209464977,-2.4518739160852316,-0.7915367226494879,0.8524386444548695,-1.2559471660831414,0.5488945567996127
0,79.191,8233744,W,12129,308.0,150.0,visa,100.0,399.0,96.0,,32.938064246073814,desktop,T,F,T,2.0,5.0,3.0,3.0,5.0,,31.874287533788277,18.939523587803908,,8.421205647778681,1.3530253326186858,-0.23501973987295496,0.20405561066799605,-0.08985707025120948,-0.30300503949435276,0.5927571113692994,1.9108467022220705,-0.9782883739241331,0.701483840119462,-0.5973986532191028,1.9604352658062105,-1.5418540970869208,-0.3673759275739198,-1.6785581761575936,1.3666628292648222,1.8166442156384692,1.4815044499503491,,-1.8553135652464334,-1.507044316382385
0,99.288,11377616,W,15311,104.0,150.0,american express,150.0,286.0,87.0,133.6957373043008,103.37131245096182,desktop,T,T,T,2.0,8.0,2.0,2.0,2.0,18.84031209318151,16.280896466960858,,29.921695432935426,111.80062152005887,-1.3113209320758714,-0.7117873901845024,-1.9070362096437843,0.14493904311068107,0.2316523541553935,-1.0153512189015703,0.047325091256847605,0.4879114838514944,-0.9997262646197954,0.20457814501130314,-0.09667591735981947,,0.777380980573682,-2.0893978504970936,-0.3834051523547272,1.0486318237703551,1.1626178797352704,-2.6573655385963315,-0.7087858973403312,-2.1237551221473643
0,18.41,12081581,W,15419,292.0,,discover,224.0,301.0,87.0,,219.4897984597895,mobile,,T,,6.0,4.0,4.0,4.0,3.0,6.688009851066428,0.5540142985599111,4.09119534524002,41.0627165880725,361.7031455062661,0.8426791170110873,-1.6089838986061364,0.8555801781576471,-0.5848516524328912,-1.1225560548367104,2.4296792986885696,,-1.1609748501473622,-2.493110353580537,-0.11875595230187305,0.6390455514663717,,0.056837911160115724,2.773156862946744,-0.2795813977482282,-1.0159089590225734,2.7951132460437593,1.2327822052653026,2.5797915140635626,-1.136210975309023
0,81.741,2860535,W,15805,305.0,150.0,visa,142.0,433.0,87.0,,65.86403103320197,,T,T,,4.0,7.0,4.0,2.0,4.0,23.44819729215045,12.849553840113225,6.922408210336432,,114.42452041473778,2.3727042327234553,1.6665186432160177,-0.706659993184243,-2.848017216669681,0.9901749856054705,-2.7319772506538893,-0.058448911053453546,1.4924750447300292,1.4285816162598202,0.9462215567705643,-0.5668104929603748,,1.2013125404212186,-0.9527740197617574,-1.2386065530890218,-0.4458269497201061,-0.7584726081846086,0.572824005527505,0.18881857782036915,-0.6324107284600681
0,27.675,12517437,W,14224,220.0,,visa,162.0,195.0,87.0,,,mobile,F,,F,3.0,4.0,4.0,3.0,3.0,36.79256205254107,49.86300210539282,60.729495117892654,,226.41523601961555,1.4625752396931921,1.7992988227211861,-0.9941961138060024,1.292049593787286,1.7070013127868404,-0.9093178888134248,3.2525462267753737,-0.4933209320809772,0.528980764812386,2.1655244580744517,-0.9514145695156915,-3.261896253474986,-1.360820751803915,-0.6760565848032484,2.816313463285163,-0.15623985547728414,1.0562824239292172,0.6572756877016596,2.1144512973697758,0.4757151942381068
0,45.37,13925015,R,3075,538.0,150.0,visa,117.0,362.0,,821.8083256344855,148.62358641339753,mobile,F,F,F,2.0,4.0,5.0,4.0,7.0,10.411918872650103,,5.06955399302832,11.81967097348499,71.32492227486317,-0.458514785757758,0.1320169586071976,,0.9585656706300545,-0.47873753879489106,-2.163802576987603,-2.380527400993666,1.583278909025428,0.8326923119284446,-1.0617630705834862,-1.0268818325116589,-2.2265061311118424,0.46590263937924914,-0.18909094348270308,0.008045720411254943,-0.5136265385393377,0.2503732063507333,-0.6650743672608096,-0.18386139090447015,0.4862875460970054
0,160.012,13047470,W,9243,345.0,185.0,mastercard,,447.0,87.0,,10.226376442340037,,F,T,T,4.0,4.0,4.0,3.0,2.0,9.832539262620266,71.90518064524379,,37.26435297341247,13.43562666004762,-1.4462787686783027,-0.3082351294997395,0.10058719441411748,-1.654152451871487,0.26251610332358427,-0.9365438974149084,3.4278842318235645,-1.189187643108745,-1.4525610065923895,0.012021845050481298,-1.8112137075277224,0.6739271554314892,0.7173335356678363,-0.24533113349845204,-0.25518726964917715,0.9251022451043026,-2.5770719636153645,-3.722875287318311,0.5083901897548595,-0.14403824295324322
